2024-11-30 23:54:02,813 - INFO - Starting extraction process using index: data/negative_tics.csv
2024-11-30 23:54:02,821 - INFO - Loaded index CSV: data/negative_tics.csv
2024-11-30 23:54:02,855 - INFO - Saved light curve data to: /run/media/maverick/X10 Pro/exoplanetDatasetReindexedFinal/negative_extract/LC_EXT/66356824_1_LC.csv
2024-11-30 23:54:02,855 - INFO - Saved aperture mask to: /run/media/maverick/X10 Pro/exoplanetDatasetReindexedFinal/negative_extract/AP_EXT/66356824_1_AP.npy
2024-11-30 23:54:02,881 - DEBUG - Loaded backend qtagg version 5.15.10.
2024-11-30 23:54:02,928 - DEBUG - findfont: Matching sans\-serif:style=normal:variant=normal:weight=normal:stretch=normal:size=10.0.
2024-11-30 23:54:02,929 - DEBUG - findfont: score(FontEntry(fname='/home/maverick/anaconda3/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/cmb10.ttf', name='cmb10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2024-11-30 23:54:03,022 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/TTF/Hack-Regular.ttf', name='Hack', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2024-11-30 23:54:03,022 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifGeorgian-CondensedThin.ttf', name='Noto Serif Georgian', style='normal', variant='normal', weight=100, stretch='condensed', size='scalable')) = 10.535
2024-11-30 23:54:03,022 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansMalayalam-Light.ttf', name='Noto Sans Malayalam', style='normal', variant='normal', weight=300, stretch='normal', size='scalable')) = 10.145
2024-11-30 23:54:03,022 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifTest-Regular.ttf', name='Noto Serif Test', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2024-11-30 23:54:03,022 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansSinhala-ExtraCondensed.ttf', name='Noto Sans Sinhala ExtraCondensed', style='normal', variant='normal', weight=400, stretch='condensed', size='scalable')) = 10.25
2024-11-30 23:54:03,022 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerif-ExtraCondensedLight.ttf', name='Noto Serif', style='normal', variant='normal', weight=300, stretch='condensed', size='scalable')) = 10.344999999999999
2024-11-30 23:54:03,022 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/liberation/LiberationMono-Bold.ttf', name='Liberation Mono', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
2024-11-30 23:54:03,022 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/gsfonts/NimbusSans-Regular.otf', name='Nimbus Sans', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2024-11-30 23:54:03,022 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansMalayalamUI-ExtraLight.ttf', name='Noto Sans Malayalam UI', style='normal', variant='normal', weight=200, stretch='normal', size='scalable')) = 10.24
2024-11-30 23:54:03,022 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifEthiopic-ExtraCondensedThin.ttf', name='Noto Serif Ethiopic ExtraCondensed', style='normal', variant='normal', weight=100, stretch='condensed', size='scalable')) = 10.535
2024-11-30 23:54:03,022 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/TTF/timesi.ttf', name='Times New Roman', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
2024-11-30 23:54:03,022 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifSinhala-CondensedLight.ttf', name='Noto Serif Sinhala Condensed', style='normal', variant='normal', weight=300, stretch='condensed', size='scalable')) = 10.344999999999999
2024-11-30 23:54:03,022 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansGeorgian-ExtraCondensedExtraBold.ttf', name='Noto Sans Georgian', style='normal', variant='normal', weight=800, stretch='condensed', size='scalable')) = 10.629999999999999
2024-11-30 23:54:03,022 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifBengali-CondensedBold.ttf', name='Noto Serif Bengali Condensed', style='normal', variant='normal', weight=700, stretch='condensed', size='scalable')) = 10.535
2024-11-30 23:54:03,022 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansGurmukhi-ExtraCondensedExtraBold.ttf', name='Noto Sans Gurmukhi ExtraCondensed', style='normal', variant='normal', weight=800, stretch='condensed', size='scalable')) = 10.629999999999999
2024-11-30 23:54:03,022 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifArmenian-CondensedBold.ttf', name='Noto Serif Armenian', style='normal', variant='normal', weight=700, stretch='condensed', size='scalable')) = 10.535
2024-11-30 23:54:03,022 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifThai-ExtraCondensedSemiBold.ttf', name='Noto Serif Thai', style='normal', variant='normal', weight=600, stretch='condensed', size='scalable')) = 10.44
2024-11-30 23:54:03,022 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansSyriacEastern-Black.ttf', name='Noto Sans Syriac Eastern', style='normal', variant='normal', weight=900, stretch='normal', size='scalable')) = 10.525
2024-11-30 23:54:03,022 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerif-SemiBold.ttf', name='Noto Serif', style='normal', variant='normal', weight=600, stretch='normal', size='scalable')) = 10.24
2024-11-30 23:54:03,022 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansLaoLooped-ExtraLight.ttf', name='Noto Sans Lao Looped', style='normal', variant='normal', weight=200, stretch='normal', size='scalable')) = 10.24
2024-11-30 23:54:03,022 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerif-LightItalic.ttf', name='Noto Serif', style='italic', variant='normal', weight=300, stretch='normal', size='scalable')) = 11.145
2024-11-30 23:54:03,022 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansLao-SemiCondensedExtraBold.ttf', name='Noto Sans Lao SemiCondensed', style='normal', variant='normal', weight=800, stretch='condensed', size='scalable')) = 10.629999999999999
2024-11-30 23:54:03,022 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansGunjalaGondi-Bold.ttf', name='Noto Sans Gunjala Gondi', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
2024-11-30 23:54:03,022 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifArmenian-ExtraCondensed.ttf', name='Noto Serif Armenian', style='normal', variant='normal', weight=400, stretch='condensed', size='scalable')) = 10.25
2024-11-30 23:54:03,022 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSans-CondensedSemiBoldItalic.ttf', name='Noto Sans', style='italic', variant='normal', weight=600, stretch='condensed', size='scalable')) = 11.44
2024-11-30 23:54:03,022 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifDevanagari-Thin.ttf', name='Noto Serif Devanagari', style='normal', variant='normal', weight=100, stretch='normal', size='scalable')) = 10.335
2024-11-30 23:54:03,022 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansGujaratiUI-CondensedBlack.ttf', name='Noto Sans Gujarati UI', style='normal', variant='normal', weight=900, stretch='condensed', size='scalable')) = 10.725
2024-11-30 23:54:03,022 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifDisplay-SemiCondensedSemiBold.ttf', name='Noto Serif Display SemiCondensed', style='normal', variant='normal', weight=600, stretch='condensed', size='scalable')) = 10.44
2024-11-30 23:54:03,022 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansGurmukhi-SemiBold.ttf', name='Noto Sans Gurmukhi', style='normal', variant='normal', weight=600, stretch='normal', size='scalable')) = 10.24
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansBengaliUI-SemiBold.ttf', name='Noto Sans Bengali UI', style='normal', variant='normal', weight=600, stretch='normal', size='scalable')) = 10.24
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifTamil-ExtraCondensedSemiBoldItalic.ttf', name='Noto Serif Tamil ExtraCondensed', style='italic', variant='normal', weight=600, stretch='condensed', size='scalable')) = 11.44
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansGujarati-CondensedBold.ttf', name='Noto Sans Gujarati', style='normal', variant='normal', weight=700, stretch='condensed', size='scalable')) = 10.535
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansThai-CondensedLight.ttf', name='Noto Sans Thai', style='normal', variant='normal', weight=300, stretch='condensed', size='scalable')) = 10.344999999999999
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansKannada-CondensedBlack.ttf', name='Noto Sans Kannada', style='normal', variant='normal', weight=900, stretch='condensed', size='scalable')) = 10.725
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansGujaratiUI-CondensedMedium.ttf', name='Noto Sans Gujarati UI', style='normal', variant='normal', weight=500, stretch='condensed', size='scalable')) = 10.344999999999999
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansArabic-ExtraCondensedLight.ttf', name='Noto Sans Arabic', style='normal', variant='normal', weight=300, stretch='condensed', size='scalable')) = 10.344999999999999
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifMyanmar-CondensedBold.ttf', name='Noto Serif Myanmar Condensed', style='normal', variant='normal', weight=700, stretch='condensed', size='scalable')) = 10.535
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansGurmukhi-ExtraBold.ttf', name='Noto Sans Gurmukhi', style='normal', variant='normal', weight=800, stretch='normal', size='scalable')) = 10.43
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSans-ExtraLightItalic.ttf', name='Noto Sans', style='italic', variant='normal', weight=200, stretch='normal', size='scalable')) = 11.24
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansArmenian-ExtraCondensedExtraLight.ttf', name='Noto Sans Armenian', style='normal', variant='normal', weight=200, stretch='condensed', size='scalable')) = 10.44
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifDisplay-Black.ttf', name='Noto Serif Display', style='normal', variant='normal', weight=900, stretch='normal', size='scalable')) = 10.525
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifKhmer-CondensedSemiBold.ttf', name='Noto Serif Khmer', style='normal', variant='normal', weight=600, stretch='condensed', size='scalable')) = 10.44
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSans-ExtraCondensedSemiBold.ttf', name='Noto Sans', style='normal', variant='normal', weight=600, stretch='condensed', size='scalable')) = 10.44
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifGurmukhi-Black.ttf', name='Noto Serif Gurmukhi', style='normal', variant='normal', weight=900, stretch='normal', size='scalable')) = 10.525
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifHebrew-ExtraCondensedLight.ttf', name='Noto Serif Hebrew', style='normal', variant='normal', weight=300, stretch='condensed', size='scalable')) = 10.344999999999999
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifGujarati-SemiBold.ttf', name='Noto Serif Gujarati', style='normal', variant='normal', weight=600, stretch='normal', size='scalable')) = 10.24
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansMono-SemiCondensed.ttf', name='Noto Sans Mono', style='normal', variant='normal', weight=400, stretch='condensed', size='scalable')) = 10.25
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifKhmer-Thin.ttf', name='Noto Serif Khmer', style='normal', variant='normal', weight=100, stretch='normal', size='scalable')) = 10.335
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoNaskhArabicUI-SemiBold.ttf', name='Noto Naskh Arabic UI', style='normal', variant='normal', weight=600, stretch='normal', size='scalable')) = 10.24
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansSinhala-ExtraCondensedThin.ttf', name='Noto Sans Sinhala ExtraCondensed', style='normal', variant='normal', weight=100, stretch='condensed', size='scalable')) = 10.535
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifOttomanSiyaq-Regular.ttf', name='Noto Serif Ottoman Siyaq', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/TTF/DejaVuSansMono.ttf', name='DejaVu Sans Mono', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifDisplay-SemiCondensedBoldItalic.ttf', name='Noto Serif Display SemiCondensed', style='italic', variant='normal', weight=700, stretch='condensed', size='scalable')) = 11.535
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifEthiopic-SemiCondensedThin.ttf', name='Noto Serif Ethiopic SemiCondensed', style='normal', variant='normal', weight=100, stretch='condensed', size='scalable')) = 10.535
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSans-CondensedItalic.ttf', name='Noto Sans', style='italic', variant='normal', weight=400, stretch='condensed', size='scalable')) = 11.25
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifThai-ExtraCondensedBlack.ttf', name='Noto Serif Thai', style='normal', variant='normal', weight=900, stretch='condensed', size='scalable')) = 10.725
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansDevanagariUI-ExtraLight.ttf', name='Noto Sans Devanagari UI', style='normal', variant='normal', weight=200, stretch='normal', size='scalable')) = 10.24
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansLaoLooped-SemiCondensedMedium.ttf', name='Noto Sans Lao Looped SemiCondensed', style='normal', variant='normal', weight=500, stretch='condensed', size='scalable')) = 10.344999999999999
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansHebrew-CondensedLight.ttf', name='Noto Sans Hebrew', style='normal', variant='normal', weight=300, stretch='condensed', size='scalable')) = 10.344999999999999
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifDisplay-Regular.ttf', name='Noto Serif Display', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansKannada-Thin.ttf', name='Noto Sans Kannada', style='normal', variant='normal', weight=100, stretch='normal', size='scalable')) = 10.335
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansSinhala-SemiCondensedBold.ttf', name='Noto Sans Sinhala SemiCondensed', style='normal', variant='normal', weight=700, stretch='condensed', size='scalable')) = 10.535
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifDisplay-BlackItalic.ttf', name='Noto Serif Display', style='italic', variant='normal', weight=900, stretch='normal', size='scalable')) = 11.525
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifDisplay-CondensedThin.ttf', name='Noto Serif Display Condensed', style='normal', variant='normal', weight=100, stretch='condensed', size='scalable')) = 10.535
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansMyanmar-Medium.ttf', name='Noto Sans Myanmar', style='normal', variant='normal', weight=500, stretch='normal', size='scalable')) = 10.145
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansKannada-SemiCondensedExtraLight.ttf', name='Noto Sans Kannada', style='normal', variant='normal', weight=200, stretch='condensed', size='scalable')) = 10.44
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansAdlam-Regular.ttf', name='Noto Sans Adlam', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansHebrew-CondensedExtraLight.ttf', name='Noto Sans Hebrew', style='normal', variant='normal', weight=200, stretch='condensed', size='scalable')) = 10.44
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansTamil-SemiCondensedExtraBold.ttf', name='Noto Sans Tamil SemiCondensed', style='normal', variant='normal', weight=800, stretch='condensed', size='scalable')) = 10.629999999999999
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansEthiopic-CondensedMedium.ttf', name='Noto Sans Ethiopic Condensed', style='normal', variant='normal', weight=500, stretch='condensed', size='scalable')) = 10.344999999999999
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansEthiopic-SemiCondensed.ttf', name='Noto Sans Ethiopic SemiCondensed', style='normal', variant='normal', weight=400, stretch='condensed', size='scalable')) = 10.25
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/adobe-source-code-pro/SourceCodeVF-Italic.otf', name='SourceCodeVF', style='italic', variant='normal', weight=200, stretch='normal', size='scalable')) = 11.24
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansKannadaUI-SemiBold.ttf', name='Noto Sans Kannada UI', style='normal', variant='normal', weight=600, stretch='normal', size='scalable')) = 10.24
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifSinhala-SemiCondensedLight.ttf', name='Noto Serif Sinhala SemiCondensed', style='normal', variant='normal', weight=300, stretch='condensed', size='scalable')) = 10.344999999999999
2024-11-30 23:54:03,023 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifHebrew-ExtraCondensedBlack.ttf', name='Noto Serif Hebrew', style='normal', variant='normal', weight=900, stretch='condensed', size='scalable')) = 10.725
2024-11-30 23:54:03,024 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifDisplay-ExtraBoldItalic.ttf', name='Noto Serif Display', style='italic', variant='normal', weight=800, stretch='normal', size='scalable')) = 11.43
2024-11-30 23:54:03,024 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansTamilUI-SemiCondensedSemiBold.ttf', name='Noto Sans Tamil UI SemiCondensed', style='normal', variant='normal', weight=600, stretch='condensed', size='scalable')) = 10.44
2024-11-30 23:54:03,024 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansEthiopic-CondensedExtraLight.ttf', name='Noto Sans Ethiopic Condensed', style='normal', variant='normal', weight=200, stretch='condensed', size='scalable')) = 10.44
2024-11-30 23:54:03,024 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/TTF/MesloLGS-NF-Regular.ttf', name='MesloLGS NF', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2024-11-30 23:54:03,024 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifTamil-SemiCondensedItalic.ttf', name='Noto Serif Tamil SemiCondensed', style='italic', variant='normal', weight=400, stretch='condensed', size='scalable')) = 11.25
2024-11-30 23:54:03,024 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifVithkuqi-Regular.ttf', name='Noto Serif Vithkuqi', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2024-11-30 23:54:03,024 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansThaiLooped-Condensed.ttf', name='Noto Sans Thai Looped Condensed', style='normal', variant='normal', weight=400, stretch='condensed', size='scalable')) = 10.25
2024-11-30 23:54:03,024 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifToto-SemiBold.ttf', name='Noto Serif Toto', style='normal', variant='normal', weight=600, stretch='normal', size='scalable')) = 10.24
2024-11-30 23:54:03,024 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansGurmukhiUI-ExtraCondensedLight.ttf', name='Noto Sans Gurmukhi UI ExtraCondensed', style='normal', variant='normal', weight=300, stretch='condensed', size='scalable')) = 10.344999999999999
2024-11-30 23:54:03,024 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifArmenian-CondensedMedium.ttf', name='Noto Serif Armenian', style='normal', variant='normal', weight=500, stretch='condensed', size='scalable')) = 10.344999999999999
2024-11-30 23:54:03,024 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansMro-Regular.ttf', name='Noto Sans Mro', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2024-11-30 23:54:03,024 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoNaskhArabicUI-Bold.ttf', name='Noto Naskh Arabic UI', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
2024-11-30 23:54:03,024 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansSinhala-Condensed.ttf', name='Noto Sans Sinhala Condensed', style='normal', variant='normal', weight=400, stretch='condensed', size='scalable')) = 10.25
2024-11-30 23:54:03,024 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifEthiopic-CondensedThin.ttf', name='Noto Serif Ethiopic Condensed', style='normal', variant='normal', weight=100, stretch='condensed', size='scalable')) = 10.535
2024-11-30 23:54:03,024 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifDevanagari-ExtraCondensedBlack.ttf', name='Noto Serif Devanagari', style='normal', variant='normal', weight=900, stretch='condensed', size='scalable')) = 10.725
2024-11-30 23:54:03,024 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifThai-SemiCondensedMedium.ttf', name='Noto Serif Thai', style='normal', variant='normal', weight=500, stretch='condensed', size='scalable')) = 10.344999999999999
2024-11-30 23:54:03,024 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansManichaean-Regular.ttf', name='Noto Sans Manichaean', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2024-11-30 23:54:03,024 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansMeeteiMayek-Bold.ttf', name='Noto Sans Meetei Mayek', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
2024-11-30 23:54:03,024 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoRashiHebrew-Bold.ttf', name='Noto Rashi Hebrew', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
2024-11-30 23:54:03,024 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansCham-ExtraLight.ttf', name='Noto Sans Cham', style='normal', variant='normal', weight=200, stretch='normal', size='scalable')) = 10.24
2024-11-30 23:54:03,024 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifArmenian-SemiCondensedSemiBold.ttf', name='Noto Serif Armenian', style='normal', variant='normal', weight=600, stretch='condensed', size='scalable')) = 10.44
2024-11-30 23:54:03,024 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansMalayalam-CondensedLight.ttf', name='Noto Sans Malayalam Condensed', style='normal', variant='normal', weight=300, stretch='condensed', size='scalable')) = 10.344999999999999
2024-11-30 23:54:03,024 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoNaskhArabic-Medium.ttf', name='Noto Naskh Arabic', style='normal', variant='normal', weight=500, stretch='normal', size='scalable')) = 10.145
2024-11-30 23:54:03,024 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifDevanagari-CondensedMedium.ttf', name='Noto Serif Devanagari', style='normal', variant='normal', weight=500, stretch='condensed', size='scalable')) = 10.344999999999999
2024-11-30 23:54:03,024 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifDisplay-SemiCondensedBold.ttf', name='Noto Serif Display SemiCondensed', style='normal', variant='normal', weight=700, stretch='condensed', size='scalable')) = 10.535
2024-11-30 23:54:03,024 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifMyanmar-CondensedExtraLight.ttf', name='Noto Serif Myanmar Condensed', style='normal', variant='normal', weight=200, stretch='condensed', size='scalable')) = 10.44
2024-11-30 23:54:03,024 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansKhmer-ExtraCondensedSemiBold.ttf', name='Noto Sans Khmer', style='normal', variant='normal', weight=600, stretch='condensed', size='scalable')) = 10.44
2024-11-30 23:54:03,024 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/adobe-source-code-pro/SourceCodePro-MediumIt.otf', name='Source Code Pro', style='italic', variant='normal', weight=500, stretch='normal', size='scalable')) = 11.145
2024-11-30 23:54:03,024 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansGujaratiUI-Light.ttf', name='Noto Sans Gujarati UI', style='normal', variant='normal', weight=300, stretch='normal', size='scalable')) = 10.145
2024-11-30 23:54:03,024 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSerifMyanmar-ExtraCondensedSemiBold.ttf', name='Noto Serif Myanmar ExtraCondensed', style='normal', variant='normal', weight=600, stretch='condensed', size='scalable')) = 10.44
2024-11-30 23:54:03,024 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansSinhalaUI-ExtraCondensed.ttf', name='Noto Sans Sinhala UI ExtraCondensed', style='normal', variant='normal', weight=400, stretch='condensed', size='scalable')) = 10.25
2024-11-30 23:54:03,024 - DEBUG - findfont: score(FontEntry(fname='/usr/share/fonts/noto/NotoSansArabic-ExtraCondensedMedium.ttf', name='Noto Sans Arabic', style='normal', variant='normal', weight=500, stretch='condensed', size='scalable')) = 10.344999999999999
