tic_id,obs_id,ra,dec,file_type,calib_level,t_min,t_max,file_path,proposal_pi,obs_title
231670397,tess2023181235917-s0067-0000000231670397-0261-s,319.949610769276,-58.1488869526779,LC,3,60126.14478225695,60153.89233664352,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2023181235917-s0067-0000000231670397-0261-s_lc.fits,"Ricker, George",
231670397,tess2018206190142-s0001-s0069-0000000231670397,319.949610769276,-58.1488869526779,DVT,3,58324.79731207176,60153.893725532405,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/DVT/tess2018206190142-s0001-s0069-0000000231670397-00810_dvt.fits,"Ricker, George",
144065872,tess2020212050318-s0028-0000000144065872-0190-s,337.457232403397,-48.0030692351396,LC,3,59061.35413138,59086.60127793,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2020212050318-s0028-0000000144065872-0190-s_lc.fits,"Ricker, George",
144065872,tess2018206045859-s0001-0000000144065872-0120-s,337.457232403397,-48.0030692351396,LC,3,58324.79740753472,58352.68084094908,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2018206045859-s0001-0000000144065872-0120-s_lc.fits,"Ricker, George",
144065872,tess2018206190142-s0001-s0036-0000000144065872,337.457232403397,-48.0030692351396,DVT,3,58324.79740753472,59086.60127792824,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/DVT/tess2018206190142-s0001-s0036-0000000144065872-00471_dvt.fits,"Ricker, George",
38846515,tess2020266004630-s0030-0000000038846515-0195-s,68.9597092399964,-64.0270368810381,LC,3,59115.38508091,59142.72250215,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2020266004630-s0030-0000000038846515-0195-s_lc.fits,"Ricker, George",
38846515,tess2020324010417-s0032-0000000038846515-0200-s,68.9597092399964,-64.0270368810381,LC,3,59173.727754,59199.72458409,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2020324010417-s0032-0000000038846515-0200-s_lc.fits,"Ricker, George",
38846515,tess2020351194500-s0033-0000000038846515-0203-s,68.9597092399964,-64.0270368810381,LC,3,59201.23150824,59227.07136188,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2020351194500-s0033-0000000038846515-0203-s_lc.fits,"Ricker, George",
38846515,tess2021091135823-s0037-0000000038846515-0208-s,68.9597092399964,-64.0270368810381,LC,3,59306.75539908565,59332.07772824074,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2021091135823-s0037-0000000038846515-0208-s_lc.fits,"Ricker, George",
38846515,tess2018206190142-s0001-s0036-0000000038846515,68.9597092399964,-64.0270368810381,DVT,3,58324.79325361111,59305.487338530096,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/DVT/tess2018206190142-s0001-s0036-0000000038846515-00471_dvt.fits,"Ricker, George",
